Uploaded Image URL,Author,"Author (Last, First)",Title,Subtitle,Genre,Rating,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Publisher,Status,Notes,Edition,Date Published,Length,Format,Dimensions,Weight,ISBN,Physical Location,Date Added,Date Started,Date Finished,Purchase Date,Purchase Place,Purchase Price,List Price,Google VolumeID,Favorites,Wish List,Category,Series,Volume,Quantity,Summary,Tags
,Aryeh Kaplan,"Kaplan, Aryeh",Meditation and Kabbalah,,"Body, Mind & Spirit",0,,,,,Weiser Books,Unread,,,,,,,,9781609253905,,2014/03/03,,,,,,,Q3uc8zB5FRoC,0,0,,,,,,
,Sidney Sheldon,"Sheldon, Sidney",Memories of Midnight,,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780062007827,,2014/03/09,,,,,,,btqG4Bp659UC,0,0,,,,,,
,Bob Walsh,"Walsh, Bob",Micro-ISV,From Vision to Reality,Computers,0,,,,,Apress,Unread,,,,,,,,9781430201144,,2014/03/09,,,,,,,YKuYXO-LKrcC,0,0,,,,,,
,"William J. Baumol, Alan S. Blinder","Baumol, William J.",Microeconomics,Principles and Policy,Business & Economics,0,,,,,Cengage South-Western,Unread,,,,,,,,9780324586251,,2014/04/01,,,,,,,mG_VnQEACAAJ,0,0,,,,,,
,Harlan Ellison,"Ellison, Harlan",Mind Fields,The Art of Jacek Yerka : The Fiction of Harlan Ellison,,0,,,,,Morpheus International,Unread,,,,,,,,9780962344794,,2014/04/01,,,,,,,AIQIAAAACAAJ,0,0,,,,,,
,Lawrence C. Paulson,"Paulson, Lawrence C.",ML for the Working Programmer,,Computers,0,,,,,Cambridge University Press,Unread,,,,,,,,9780521565431,,2014/03/02,,,,,,,XppZdaDs7e0C,0,0,,,,,,
,Herman Melville,"Melville, Herman",Moby-Dick,"Or, The Whale","Ahab, Captain (Fictitious character)",0,,,,,Norton,Unread,,,,,,,,9780393044027,,2014/04/01,,,,,,,wNO6QgAACAAJ,0,0,,,,,,
,"Harry Blumberg, Mordecai Henry Lewittes","Blumberg, Harry",Modern Hebrew,"A First-year Course in Reading, Grammar and Conversation",Hebrew language,0,,,,,Hebrew Publishing Company,Unread,,,,,,,,,,2014/03/03,,,,,,,pzHWAAAAMAAJ,0,0,,,,,,
,Ruth Finer Mintz,"Mintz, Ruth Finer",Modern Hebrew Poetry,A Bilingual Anthology,"Hebrew poetry, Modern",0,,,,,University of California Press,Unread,,,,,,,,,,2014/04/02,,,,,,,LdUVUdmMeqcC,0,0,,,,,,
,SHULA GILBOA,"GILBOA, SHULA",MODERN HEBREW TEACH YOURSELF (PACK),,,0,,,,,Teach Yourself Langu,Unread,,,,,,,,9780071445245,,2014/03/03,,,,,,,zWjNmgEACAAJ,0,0,,,,,,
,Ray E. Keesey,"Keesey, Ray E.",Modern Parliamentary Procedure,,Parliamentary practice,0,,,,,Houghton Mifflin,Unread,,,,,,,,9780395170151,,2014/03/09,,,,,,,f6MWAAAAIAAJ,0,0,,,,,,
,Dora Sakayan,"Sakayan, Dora",Modern Western Armenian for the English-speaking world,a constrastive approach,West Armenian dialect,0,,,,,Arod Books,Unread,,,,,,,,9780969987925,,2014/03/03,,,,,,,5I0lAQAAMAAJ,0,0,,,,,,
,Elizabeth Soutter Schwarzer,"Schwarzer, Elizabeth Soutter",Motherhood Is Not for Wimps,"No Answers, Just Stories",Family & Relationships,0,,,,,AuthorHouse,Unread,,,,,,,,9781425976439,,2014/03/02,,,,,,,tnxiIhVZlfIC,0,0,,,,,,
,Joseph Earl Dabney,"Dabney, Joseph Earl",Mountain Spirits,A Chronicle of Corn Whiskey from King James' Ulster Plantation to America's Appalachians and the Moonshine Life,Business & Economics,0,,,,,"Bright Mountain Books, Incorporated",Unread,,,,,,,,9780914875024,,2014/03/26,,,,,,,j3oEAAAACAAJ,0,0,,,,,,
,Willa Cather,"Cather, Willa",My Antonia,,Fiction,0,,,,,Barnes & Noble Publishing,Unread,,,,,,,,9781593080242,,2014/03/02,,,,,,,sb79ictAtvgC,0,0,,,,,,
,"Willa Cather, Alyssa Harad","Cather, Willa",My Antonia,,Fiction,0,,,,,Simon and Schuster,Unread,,,,,,,,9780743487696,,2014/03/09,,,,,,,P0XNPODZqPAC,0,0,,,,,,
,Lawrence A. Hoffman,"Hoffman, Lawrence A.",My People's Prayer Book V1 Sh'ma & It's Blessings,,Religion,0,,,,,Jewish Lights Pub.,Unread,,,,,,,,9781879045798,,2014/03/03,,,,,,,VkEqAAAAYAAJ,0,0,,,,,,
,Thomas Ligotti,"Ligotti, Thomas",My Work Is Not Yet Done,,Fiction,0,,,,,Virgin Books Limited,Unread,,,,,,,,9780753516881,,2014/04/01,,,,,,,PNplr8IWftgC,0,0,,,,,,
,Brenda Ralph Lewis,"Lewis, Brenda Ralph",Myths and Legends,,,0,,,,,Brimax,Unread,,,,,,,,9780861122332,,2014/03/09,,,,,,,EnFaHQAACAAJ,0,0,,,,,,
,David McWilliams Ludlum,"Ludlum, David McWilliams",National Audubon Society Field Guide to North American Weather,,Nature,0,,,,,Random House LLC,Unread,,,,,,,,9780679408512,,2014/03/26,,,,,,,CFNT3Y63Jb4C,0,0,,,,,,
,"Gerald Gazdar, C. S. Mellish","Gazdar, Gerald",Natural language processing in prolog,an introduction to computational linguistics,Language Arts & Disciplines,0,,,,,Addison-Wesley,Unread,,,,,,,,9780201178258,,2014/03/03,,,,,,,Sz9QAQAAIAAJ,0,0,,,,,,
,Jean-Paul Sartre,"Sartre, Jean-Paul",Nausea,,Fiction,0,,,,,New Directions Publishing,Unread,,,,,,,,9780811217002,,2014/03/03,,,,,,,mxH354gAqQMC,0,0,,,,,,
,"Sir Isaac Newton, Dana Densmore","Newton, Sir Isaac",Newton's Principia,the central argument,Science,0,,,,,Green Lion Press,Unread,,,,,,,,9781888009248,,2014/03/02,,,,,,,T9BUAAAAYAAJ,0,0,,,,,,
,Stephen King,"King, Stephen",Night Shift,,Fiction,0,,,,,Random House LLC,Unread,,,,,,,,9780385528849,,2014/03/09,,,,,,,YTDDiSUsD-EC,0,0,,,,,,
,Isaac Bashevis Singer,"Singer, Isaac Bashevis",Nobel Lecture,,Jews in literature,0,,,,,"Farrar, Straus, Giroux",Unread,,,,,,,,9780374223021,,2014/04/02,,,,,,,gEFqQgAACAAJ,0,0,,,,,,
,Andrews McMeel Publishing,"Publishing, Andrews McMeel",Now Panic and Freak Out,,Humor,0,,,,,Andrews McMeel Publishing,Unread,,,,,,,,9781449418427,,2014/04/01,,,,,,,z-19k0scTrYC,0,0,,,,,,
,"Bill Tarr, William Tarr","Tarr, Bill","Now You See It, Now You Don't!",Lessons in Sleight of Hand,Games,0,,,,,Random House LLC,Unread,,,,,,,,9780394722023,,2014/04/01,,,,,,,Y4zT4ECEXtAC,0,0,,,,,,
,Sonya E. Keene,"Keene, Sonya E.",Object-oriented programming in Common LISP,a programmer's guide to CLOS,Computers,0,,,,,Addison-Wesley,Unread,,,,,,,,9780201175899,,2014/03/02,,,,,,,waVQAAAAMAAJ,0,0,,,,,,
,Jon D. Harrop,"Harrop, Jon D.",OCaml for Scientists,,OCaml (Computer program language),0,,,,,Flying Frog Consultancy,Unread,,,,,,,,,,2014/03/03,,,,,,,PsASNQAACAAJ,0,0,,,,,,
,Gil Marks,"Marks, Gil",Olive Trees and Honey,A Treasury of Vegetarian Recipes from Jewish Communities Around the World,Cooking,0,,,,,Wiley,Unread,,,,,,,,9780764544132,,2014/03/03,,,,,,,oREPAAAACAAJ,0,0,,,,,,
,Richard Hendel,"Hendel, Richard",On Book Design,,Art,0,,,,,Yale University Press,Unread,,,,,,,,9780300075700,,2014/04/01,,,,,,,fS0-_VuikBMC,0,0,,,,,,
,Gershom Gerhard Scholem,"Scholem, Gershom Gerhard",On the Mystical Shape of the Godhead,Basic Concepts in the Kabbalah,Religion,0,,,,,Random House LLC,Unread,,,,,,,,9780805210811,,2014/03/03,,,,,,,6nwCTvJlTKIC,0,0,,,,,,
,William Greider,"Greider, William","One World, Ready Or Not",The Manic Logic of Global Capitalim,Business & Economics,0,,,,,Simon & Schuster,Unread,,,,,,,,9780684811413,,2014/04/01,,,,,,,EeayAAAAIAAJ,0,0,,,,,,
,"Shneur Zalman (of Lyady), Meʼir Hanegbi","Lyady), Shneur Zalman (of",Opening the Tanya,discovering the moral and mystical teachings of a classic work of Kabbalah,Religion,0,,,,,Jossey-Bass,Unread,,,,,,,,9780787978921,,2014/03/03,,,,,,,g_XWAAAAMAAJ,0,0,,,,,,
,William Doyle,"Doyle, William",Origins of the French Revolution,,,0,,,,,"Oxford University Press, Incorporated",Unread,,,,,,,,9780198222842,,2014/03/09,,,,,,,F1ycQgAACAAJ,0,0,,,,,,
,"Dennis Shasha, Cathy Lazere","Shasha, Dennis",Out of Their Minds,The Lives and Discoveries of 15 Great Computer Scientists,Biography & Autobiography,0,,,,,Springer,Unread,,,,,,,,9780387982694,,2014/03/02,,,,,,,-0tDZX3z-8UC,0,0,,,,,,
,Andrew Vachss,"Vachss, Andrew",Pain Management,,Fiction,0,,,,,Knopf Doubleday Publishing Group,Unread,,,,,,,,9780375726477,,2014/03/26,,,,,,,pwA-PgAACAAJ,0,0,,,,,,
,Peter Norvig,"Norvig, Peter",Paradigms of Artificial Intelligence Programming,Case Studies in Common LISP,Computers,0,,,,,Morgan Kaufmann,Unread,,,,,,,,9781558601918,,2014/03/02,,,,,,,QzGuHnDhvZIC,0,0,,,,,,
,"Tom DeMarco, Timothy Lister, Dorset House","DeMarco, Tom",Peopleware,Productive Projects and Teams,Business & Economics,0,,,,,Pearson Education,Unread,,,,,,,,9780321934116,,2014/03/03,,,,,,,DVlsAQAAQBAJ,0,0,,,,,,
,"Oscar Nierstrasz, Stéphane Ducasse, Andrew P. Black, Damien Pollet","Nierstrasz, Oscar",Pharo by Example,,,0,,,,,Lulu.com,Unread,,,,,,,,9783952334140,,2014/03/02,,,,,,,5ok3AgAAQBAJ,0,0,,,,,,
,Stephen Humphrey Bogart,"Bogart, Stephen Humphrey",Play it Again,,Fiction,0,,,,,Forge,Unread,,,,,,,,9780312856656,,2014/04/01,,,,,,,B6muQgAACAAJ,0,0,,,,,,
,Dennis Tedlock,"Tedlock, Dennis",Popol Vuh,The Definitive Edition Of The Mayan Book Of The Dawn Of Life And The Glories Of,Social Science,0,,,,,Simon and Schuster,Unread,,,,,,,,9780684818450,,2014/03/02,,,,,,,qpdB1HzGAygC,0,0,,,,,,
,Adobe Systems,"Systems, Adobe",Postscript language reference manual,,PostScript (Computer program language),0,,,,,Addison-Wesley,Unread,,,,,,,,9780201101744,,2014/03/02,,,,,,,DOLgSqejh3YC,0,0,,,,,,
,Adobe,Adobe,PostScript Language Tutorial and Cookbook,,Computers,0,,,,,Adobe,Unread,,,,,,,,9780201101799,,2014/03/02,,,,,,,M0R9HK33EdEC,0,0,,,,,,
,Steve Oualline,"Oualline, Steve",Practical C Programming,,Computers,0,,,,,"""O'Reilly Media, Inc.""",Unread,,,,,,,,9781565923065,,2014/03/02,,,,,,,RzmsANQ4gaAC,0,0,,,,,,
,Peter Seibel,"Seibel, Peter",Practical Common Lisp,,Computers,0,,,,,Apress,Unread,,,,,,,,9781590592397,,2014/03/02,,,,,,,-7Iha7ls1-8C,0,0,,,,,,
,Laibl Wolf,"Wolf, Laibl",Practical Kabbalah,A Guide to Jewish Wisdom for Everyday Life,Religion,0,,,,,Random House LLC,Unread,,,,,,,,9780609803783,,2014/03/02,,,,,,,fiVkLHGfAzwC,0,0,,,,,,
,Shelley Powers,"Powers, Shelley",Practical RDF,,Computers,0,,,,,"""O'Reilly Media, Inc.""",Unread,,,,,,,,9780596550516,,2014/03/09,,,,,,,VfcX9wJEH3YC,0,0,,,,,,
,"Penny Simkin, April Bolding, Ann Keppler","Simkin, Penny","Pregnancy, Childbirth, and the Newborn (4th Edition)",The Complete Guide,Health & Fitness,0,,,,,Meadowbrook,Unread,,,,,,,,9781439175118,,2014/03/02,,,,,,,F6cQlQEACAAJ,0,0,,,,,,
,Joe Armstrong,"Armstrong, Joe",Programming Erlang,Software for a Concurrent World,Computers,0,,,,,“The” Pragmatic Bookshelf,Unread,,,,,,,,9781934356005,,2014/03/02,,,,,,,toGKQAAACAAJ,0,0,,,,,,
,Roberto Ierusalimschy,"Ierusalimschy, Roberto",Programming in Lua,,Computers,0,,,,,Roberto Ierusalimschy,Unread,,,,,,,,9788590379829,,2014/03/02,,,,,,,BWSTv8Q48YcC,0,0,,,,,,
,"William Clocksin, Christopher S. Mellish","Clocksin, William",Programming in Prolog,,Computers,0,,,,,Springer,Unread,,,,,,,,9783540006787,,2014/03/02,,,,,,,VjHk2Cjrti8C,0,0,,,,,,
,"William F. Clocksin, Christopher S. Mellish","Clocksin, William F.",Programming in Prolog,,Computers,0,,,,,Springer-Verlag,Unread,,,,,,,,9780387150116,,2014/03/02,,,,,,,HfYpAQAAMAAJ,0,0,,,,,,
,Dan Parks Sydow,"Sydow, Dan Parks",Programming the Be Operating System,,Computers,0,,,,,Oreilly & Associates Incorporated,Unread,,,,,,,,9781565924673,,2014/03/09,,,,,,,Zn4ZAQAAIAAJ,0,0,,,,,,
,Harold R. Kerzner,"Kerzner, Harold R.",Project Management,"A Systems Approach to Planning, Scheduling, and Controlling",Technology & Engineering,0,,,,,Wiley,Unread,,,,,,,,9781118022276,,2014/03/03,,,,,,,QU9aewAACAAJ,0,0,,,,,,
,"Fernando C. N. Pereira, Stuart M. Shieber","Pereira, Fernando C. N.",Prolog and Natural-Language Analysis,,Computational linguistics,0,,,,,Microtome Publishing,Unread,,,,,,,,9780971977709,,2014/03/02,,,,,,,1ahu2QEuYaIC,0,0,,,,,,
,Michael A. Covington,"Covington, Michael A.",Prolog Programming in Depth,,Computers,0,,,,,Prentice Hall PTR,Unread,,,,,,,,9780131386457,,2014/03/02,,,,,,,K6oLQAAACAAJ,0,0,,,,,,
,Pierre Deransart,"Deransart, Pierre",Prolog: The Standard,The Standard : Reference Manual,Computers,0,,,,,Springer,Unread,,,,,,,,9783540593041,,2014/03/02,,,,,,,noJW-_zXKskC,0,0,,,,,,
,"Bryan O'Sullivan, Donald Stewart, John Goerzen","O'Sullivan, Bryan",Real World Haskell,,Computers,0,,,,,O'Reilly Media,Unread,,,,,,,,9780596514983,,2014/03/02,,,,,,,zsoZmAEACAAJ,0,0,,,,,,
,Clive Staples Lewis,"Lewis, Clive Staples",Reflections on the Psalms,,Religion,0,,,,,Houghton Mifflin Harcourt,Unread,,,,,,,,9780156762489,,2014/03/02,,,,,,,v0_YGqdIIfwC,0,0,,,,,,
,"Douglas Preston, Lincoln Child","Preston, Douglas",Relic,,Fiction,0,,,,,Tom Doherty Associates,Unread,,,,,,,,9780812543261,,2014/03/26,,,,,,,SZJbrPWPtHAC,0,0,,,,,,
,Noah BenShea,"benShea, Noah",Remember this My Children,,Philosophy,0,,,,,Maxit Pub.,Unread,,,,,,,,9780970017451,,2014/04/02,,,,,,,whfdnQEACAAJ,0,0,,,,,,
,"Patrick Blackburn, Johannes Bos","Blackburn, Patrick",Representation And Inference For Natural Language,A First Course In Computational Semantics,Language Arts & Disciplines,0,,,,,C S L I Publications/Center for the Study of Language & Information,Unread,,,,,,,,9781575864969,,2014/03/02,,,,,,,I7t7QgAACAAJ,0,0,,,,,,
,Kirt C. Hickman,"Hickman, Kirt C.",Revising Fiction,Making Sense of the Madness,Language Arts & Disciplines,0,,,,,Quillrunner Publishing LLC,Unread,,,,,,,,9780979633010,,2014/03/02,,,,,,,Vj9dPgAACAAJ,0,0,,,,,,
,George Samuel Clason,"Clason, George Samuel",Richest Man in Babylon,,Business ethics,0,,,,,Bantam Books,Unread,,,,,,,,9780553209785,,2014/03/26,,,,,,,Cl9BPwAACAAJ,0,0,,,,,,
,Peter Croft,"Croft, Peter",Roman mythology,,Mythology,0,,,,,Octopus Books,Unread,,,,,,,,9780706439816,,2014/03/09,,,,,,,cQ7QQ74yP44C,0,0,,,,,,
,Christopher Moore,"Moore, Christopher",Sacre Bleu,A Comedy D'Art,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780061779749,,2014/04/01,,,,,,,AwieZwEACAAJ,0,0,,,,,,
,Dan and Kathe Spracklen,"Spracklen, Dan and Kathe",Sargon,A Computer Chess Program,Computers,0,,,,,Hayden Books,Unread,,,,,,,,,,2014/03/02,,,,,,,,0,0,,,,,,
,Maisie Mosco,"Mosco, Maisie",Scattered Seed,,Domestic fiction,0,,,,,Hodder and Stoughton,Unread,,,,,,,,9780340590256,,2014/03/03,,,,,,,jnclQAAACAAJ,0,0,,,,,,
,"Andrew Busey, Poirier","Busey, Andrew",Secrets of the MUD Wizards,,Computers,0,,,,,Sams.net,Unread,,,,,,,,9780672307232,,2014/03/09,,,,,,,JGuaPQAACAAJ,0,0,,,,,,
,Arthur Green,"Green, Arthur",Seek My Face,A Jewish Mystical Theology,Religion,0,,,,,Jewish Lights Publishing,Unread,,,,,,,,9781580231305,,2014/03/03,,,,,,,i_jEUC26OX0C,0,0,,,,,,
,Edsger Wybe Dijkstra,"Dijkstra, Edsger Wybe",Selected writings on computing,a personal perspective,Computers,0,,,,,Springer-Verlag,Unread,,,,,,,,9780387906522,,2014/03/02,,,,,,,kHtQAAAAMAAJ,0,0,,,,,,
,Ralph Waldo Emerson,"Emerson, Ralph Waldo",Selections from Ralph Waldo Emerson,,Literary Criticism,0,,,,,Houghton Mifflin,Unread,,,,,,,,,,2014/03/03,,,,,,,7loPAQAAIAAJ,0,0,,,,,,
,Ron Wolfson,"Wolfson, Ron",Shabbat seder,,Judaism/ Customs and practices,0,,,,,Jewish Lights Pub.,Unread,,,,,,,,9781879045903,,2014/04/02,,,,,,,O6ZuAAAAMAAJ,0,0,,,,,,
,"Jeffrey Shiovitz, United Synagogue of Conservative Judaism. Department of Youth Activities","Shiovitz, Jeffrey",Shirei B'kol Echad,"Songs of ""in One Voice"": a Companion to the B'kol Echad Songster",,0,,,,,United Synagogue of Conservative Judaism. Department of Youth Activities,Unread,,,,,,,,,,2014/03/03,,,,,,,SOmbXwAACAAJ,0,0,,,,,,
,Lisa Jackson,"Jackson, Lisa",Shiver,,Fiction,0,,,,,Kensington Publishing Corp.,Unread,,,,,,,,9781420118940,,2014/03/09,,,,,,,X0_OWXYiXyoC,0,0,,,,,,
,David Sibley,"Sibley, David",Sibley's birding basics,,Bird watching,0,,,,,Alfred A. Knopf,Unread,,,,,,,,9780375709661,,2014/03/09,,,,,,,ra_wAAAAMAAJ,0,0,,,,,,
,Hermann Hesse,"Hesse, Hermann",Siddhartha,An Indian Tale,Religion,0,,,,,Penguin,Unread,,,,,,,,9781101200025,,2014/03/03,,,,,,,oIj52VjST0cC,0,0,,,,,,
,"Rabbinical Assembly, United Synagogue of Conservative Judaism","Assembly, Rabbinical",Siddur Sim Shalom for Shabbat and Festivals,,,0,,,,,Rabbinical Assembly,Unread,,,,,,,,,,2014/04/02,,,,,,,Gi4AtwAACAAJ,0,0,,,,,,
,Rex Pickett,"Pickett, Rex",Sideways,A Novel,Fiction,0,,,,,St. Martin's Press,Unread,,,,,,,,9780312342517,,2014/03/26,,,,,,,zNugmAEACAAJ,0,0,,,,,,
,Ramona Bachmann,"Bachmann, Ramona",Simply Kosher,,Cooking,0,,,,,"Gefen Publishing House, Limited",Unread,,,,,,,,9789652291042,,2014/03/03,,,,,,,WrVEOQAACAAJ,0,0,,,,,,
,"William L. Briggs, Lyle Cochran","Briggs, William L.",Single Variable for Calculus,Early Transcendentals,Mathematics,0,,,,,Prentice Hall,Unread,,,,,,,,9780321664105,,2014/04/01,,,,,,,7uMOQgAACAAJ,0,0,,,,,,
,Jen Green,"Green, Jen",Slide and Discover: World Atlas,,Juvenile Nonfiction,0,,,,,Baker & Taylor Publishing Group,Unread,,,,,,,,9781607105848,,2014/04/01,,,,,,,hdFJngEACAAJ,0,0,,,,,,
,Kent Beck,"Beck, Kent",Smalltalk Best Practice Patterns,,Computers,0,,,,,Prentice Hall PTR,Unread,,,,,,,,9780134769042,,2014/03/02,,,,,,,PQx2QgAACAAJ,0,0,,,,,,
,Alec Sharp,"Sharp, Alec",Smalltalk by Example,The Developer's Guide,Computers,0,,,,,"McGraw-Hill Ryerson, Limited",Unread,,,,,,,,9780079130365,,2014/03/02,,,,,,,KB4KAAAACAAJ,0,0,,,,,,
,"Edward J. Klimas, Suzanne Skublics, David A. Thomas","Klimas, Edward J.",Smalltalk with Style,,Computers,0,,,,,Prentice Hall,Unread,,,,,,,,9780131655492,,2014/03/02,,,,,,,P6lQAAAAMAAJ,0,0,,,,,,
,ישראל גולדפרב,"גולדפרב, ישראל",Song and praise for Sabbath Eve,,Jewish hymns,0,,,,,,Unread,,,,,,,,,,2014/04/02,,,,,,,dUAWAQAAMAAJ,0,0,,,,,,
,"Israel Goldfarb, Israel Herbert Levinthal","Goldfarb, Israel",Song and Praise for Sabbath Eve,For Use at Synagogue Gatherings in Connection with the Late Friday Evening Sermon Or Discourse,,0,,,,,I. Goldfarb and I.H. Levinthal,Unread,,,,,,,,,,2014/04/02,,,,,,,b5LMtgAACAAJ,0,0,,,,,,
,Walt Whitman,"Whitman, Walt",Song of Myself,,Poetry,0,,,,,Courier Dover Publications,Unread,,,,,,,,9780486113173,,2014/03/02,,,,,,,IeCJTwQOeOsC,0,0,,,,,,
,Thomas Ligotti,"Ligotti, Thomas",Songs of a Dead Dreamer,,Fiction,0,,,,,Carroll & Graf Publishers,Unread,,,,,,,,9780881845808,,2014/04/01,,,,,,,dKpsHAAACAAJ,0,0,,,,,,
,Jonathan Gennick,"Gennick, Jonathan",SQL Pocket Guide,,Computers,0,,,,,"O'Reilly Media, Incorporated",Unread,,,,,,,,9780596526887,,2014/03/02,,,,,,,0oJUAAAAMAAJ,0,0,,,,,,
,"Marie-France Hirigoyen, Helen Marx, Thomas Moore","Hirigoyen, Marie-France",Stalking the Soul,Emotional Abuse and the Erosion of Identity,Business & Economics,0,,,,,Helen Marx Books,Unread,,,,,,,,9781885586995,,2014/03/02,,,,,,,2DpzDCVMGGwC,0,0,,,,,,
,Judith Martin,"Martin, Judith",Star-spangled Manners,In which Miss Manners Defends American Etiquette (for a Change),Reference,0,,,,,W. W. Norton & Company,Unread,,,,,,,,9780393048612,,2014/03/03,,,,,,,I_C-cv96t0kC,0,0,,,,,,
,Debbie Stoller,"Stoller, Debbie",Stitch 'n Bitch Crochet,The Happy Hooker,Crafts & Hobbies,0,,,,,Workman Publishing,Unread,,,,,,,,9780761139850,,2014/03/02,,,,,,,WgX1h7ynuYIC,0,0,,,,,,
,Alexander Chernev,"Chernev, Alexander",Strategic Marketing Analysis,The Framework,Business & Economics,0,,,,,Lightning Source Incorporated,Unread,,,,,,,,9780979003981,,2014/03/03,,,,,,,p37aPQAACAAJ,0,0,,,,,,
,Alexander Chernev,"Chernev, Alexander",Strategic Marketing Management,,Business & Economics,0,,,,,Cerebellum Press,Unread,,,,,,,,9781936572151,,2014/03/03,,,,,,,LgiNMAEACAAJ,0,0,,,,,,
,Harold Abelson,"Abelson, Harold",Structure and Interpretation of Computer Programs,,Computers,0,,,,,McGraw-Hill Higher Education,Unread,,,,,,,,9780070004849,,2014/03/02,,,,,,,pma1QgAACAAJ,0,0,,,,,,
,"Joseph M. Williams, Ira Bruce Nadel","Williams, Joseph M.",Style,Ten Lessons in Clarity and Grace,Business writing,0,,,,,Longman,Unread,,,,,,,,9780321248091,,2014/03/09,,,,,,,ZgVsPwAACAAJ,0,0,,,,,,
,"Joseph M. Williams, Gregory G. Colomb","Williams, Joseph M.",Style,Toward Clarity and Grace,Language Arts & Disciplines,0,,,,,University of Chicago Press,Unread,,,,,,,,9780226899152,,2014/03/09,,,,,,,wheCdBUIpwIC,0,0,,,,,,
,Howard Phillips Lovecraft,"Lovecraft, Howard Phillips",Supernatural horror in literature,,Horror tales - History and criticism,0,,,,,Dover Publications,Unread,,,,,,,,9780486201054,,2014/04/01,,,,,,,ixdksmmFjkwC,0,0,,,,,,
,Marc-Alain Ouaknin,"Ouaknin, Marc-Alain",Symbols of Judaism,,,0,,,,,Barnes & Noble,Unread,,,,,,,,9780760742358,,2014/04/02,,,,,,,SA9eZJK-xLIC,0,0,,,,,,
,Martin Buber,"Buber, Martin",Tales of the Hasidim,,Hasidic parables,0,,,,,Schocken Books,Unread,,,,,,,,9780805209952,,2014/03/03,,,,,,,Ybbwy5NOKaoC,0,0,,,,,,
,Harry Olinsky,"Olinsky, Harry",Tanakh,,Religion,0,,,,,Jewish Publication Society,Unread,,,,,,,,9780827606845,,2014/03/03,,,,,,,NDqAPQAACAAJ,0,0,,,,,,
,"Laozi, Jonathan Star",Laozi,Tao Te Ching,The Definitive Edition,Philosophy,0,,,,,Jeremy P Tarcher/Putnam,Unread,,,,,,,,9781585420995,,2014/03/03,,,,,,,d3jXAAAAMAAJ,0,0,,,,,,
,"John K. Ousterhout, Ken Jones","Ousterhout, John K.",Tcl and the Tk Toolkit,,Computers,0,,,,,ADDISON WESLEY Publishing Company Incorporated,Unread,,,,,,,,9780321336330,,2014/03/02,,,,,,,UBG0mAEACAAJ,0,0,,,,,,
,Clif Flynt,"Flynt, Clif",Tcl/Tk,A Developer's Guide,Computers,0,,,,,Elsevier,Unread,,,,,,,,9780123847171,,2014/03/02,,,,,,,xlzh-xMPYD4C,0,0,,,,,,
,Perle Besserman,"Besserman, Perle",Teachings of the Jewish mystics,,Religion,0,,,,,Shambhala,Unread,,,,,,,,9781570623516,,2014/03/03,,,,,,,nFbEUXd9IGMC,0,0,,,,,,
,"Sidney Sheldon, Sidney Sheldon Family Limited Partnershi","Sheldon, Sidney",Tell Me Your Dreams,,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780062007773,,2014/03/09,,,,,,,8z03WKzlC3MC,0,0,,,,,,
,Wynter Snow,"Snow, Wynter",TeX for the beginner,,Computers,0,,,,,Addison-Wesley Pub.,Unread,,,,,,,,9780201547993,,2014/03/02,,,,,,,vys8AQAAIAAJ,0,0,,,,,,
,James Edward Gray,"Gray, James Edward",TextMate,Power Editing Forthe Mac,Computers,0,,,,,"Pragmatic Programmers, LLC",Unread,,,,,,,,9780978739232,,2014/03/09,,,,,,,RcSwAAAACAAJ,0,0,,,,,,
,Christopher Buckley,"Buckley, Christopher",Thank You for Smoking,A Novel,Fiction,0,,,,,Random House Trade Paperbacks,Unread,,,,,,,,9780812976526,,2014/04/01,,,,,,,A2UgAQAAIAAJ,0,0,,,,,,
,Robert Byrne,"Byrne, Robert",The 2548 Best Things Anybody Ever Said,,Curiosities and wonders,0,,,,,Galahad,Unread,,,,,,,,9780883659601,,2014/03/02,,,,,,,UnNP85GKjdoC,0,0,,,,,,
,"Virgil, John Dryden (Translator)","(Translator), Virgil, John Dryden",The Aeneid,Translated in Verse by John Dryden,Electronic books,0,,,,,MobileReference,Unread,,,,,,,,9781607780175,,2014/03/03,,,,,,,Cz8_sArMpKcC,0,0,,,,,,
,Virgil,Virgil,The Aeneid of Virgil,,Aeneas (Legendary character),0,,,,,Houghton Mifflin,Unread,,,,,,,,,,2014/03/03,,,,,,,ViCgytjpx80C,0,0,,,,,,
,Paulo Coelho,"Coelho, Paulo",The Alchemist,,Fiction,0,,,,,HarperCollins,Unread,,,,,,,,9780061122415,,2014/03/03,,,,,,,pTr44Sx6oWQC,0,0,,,,,,
,Simon Lewis,"Lewis, Simon",The Art and Science of Smalltalk,,Computers,0,,,,,Prentice Hall International,Unread,,,,,,,,9780133713459,,2014/03/02,,,,,,,iJ9QAAAAMAAJ,0,0,,,,,,
